Departure Date,Origin City,Destination City,Airline,Price (AUD)
2024-12-15,Sydney (SYD),Los Angeles (LAX),HA,1080.45
2024-12-15,Sydney (SYD),Los Angeles (LAX),HA,1085.38
2024-12-15,Sydney (SYD),Los Angeles (LAX),HA,1126.45
2024-12-15,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-15,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-15,Sydney (SYD),Los Angeles (LAX),KE,1142.33
2024-12-15,Sydney (SYD),Los Angeles (LAX),NH,1199.37
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,1262.76
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,1303.76
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,1314.68
2024-12-15,Sydney (SYD),Los Angeles (LAX),NZ,1320.63
2024-12-15,Sydney (SYD),Los Angeles (LAX),NZ,1320.63
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,1359.76
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1400.98
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-15,Sydney (SYD),Los Angeles (LAX),NZ,1446.63
2024-12-15,Sydney (SYD),Los Angeles (LAX),AC,1485.68
2024-12-15,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-15,Sydney (SYD),Los Angeles (LAX),AC,1630.68
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,2169.9
2024-12-15,Sydney (SYD),Los Angeles (LAX),QF,2169.9
2024-12-15,Sydney (SYD),Los Angeles (LAX),QR,2305.23
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,2309.76
2024-12-15,Sydney (SYD),Los Angeles (LAX),HA,2442.38
2024-12-15,Sydney (SYD),Los Angeles (LAX),LA,2476.14
2024-12-15,Sydney (SYD),Los Angeles (LAX),EK,2505.48
2024-12-15,Sydney (SYD),Los Angeles (LAX),EK,2720.48
2024-12-15,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-15,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-15,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-15,Sydney (SYD),Los Angeles (LAX),CZ,6123.12
2024-12-15,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-16,Sydney (SYD),Los Angeles (LAX),HA,511.98
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-16,Sydney (SYD),Los Angeles (LAX),NH,876.37
2024-12-16,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-16,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-16,Sydney (SYD),Los Angeles (LAX),FJ,927.9
2024-12-16,Sydney (SYD),Los Angeles (LAX),TN,998.74
2024-12-16,Sydney (SYD),Los Angeles (LAX),FJ,1043.9
2024-12-16,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-16,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,1197.68
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,1202.76
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,1202.76
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,1242.76
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,1242.76
2024-12-16,Sydney (SYD),Los Angeles (LAX),KE,1254.33
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-16,Sydney (SYD),Los Angeles (LAX),NZ,1320.63
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1335.98
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-16,Sydney (SYD),Los Angeles (LAX),PR,1380.3
2024-12-16,Sydney (SYD),Los Angeles (LAX),PR,1380.3
2024-12-16,Sydney (SYD),Los Angeles (LAX),NZ,1446.63
2024-12-16,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-16,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-16,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-16,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-16,Sydney (SYD),Los Angeles (LAX),EK,1930.48
2024-12-16,Sydney (SYD),Los Angeles (LAX),AC,2040.68
2024-12-16,Sydney (SYD),Los Angeles (LAX),AC,2040.68
2024-12-16,Sydney (SYD),Los Angeles (LAX),QF,2103.9
2024-12-16,Sydney (SYD),Los Angeles (LAX),LA,2416.1
2024-12-16,Sydney (SYD),Los Angeles (LAX),QR,2649.23
2024-12-16,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-16,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-16,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-17,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-17,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-17,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,739.84
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,744.92
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,750.29
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-17,Sydney (SYD),Los Angeles (LAX),NH,876.37
2024-12-17,Sydney (SYD),Los Angeles (LAX),FJ,915.9
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,935.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,935.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,935.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,935.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,935.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),FJ,937.02
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,949.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),FJ,952.9
2024-12-17,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-17,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,996.45
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,996.45
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,1018.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-17,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-17,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-17,Sydney (SYD),Los Angeles (LAX),OZ,1140.45
2024-12-17,Sydney (SYD),Los Angeles (LAX),KE,1142.33
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,1197.68
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,1202.76
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,1202.76
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,1242.76
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,1242.76
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-17,Sydney (SYD),Los Angeles (LAX),NZ,1320.63
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1335.98
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-17,Sydney (SYD),Los Angeles (LAX),NZ,1446.63
2024-12-17,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-17,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-17,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-17,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,1901.75
2024-12-17,Sydney (SYD),Los Angeles (LAX),QF,2103.9
2024-12-17,Sydney (SYD),Los Angeles (LAX),HA,2328.38
2024-12-17,Sydney (SYD),Los Angeles (LAX),LA,2403.0
2024-12-17,Sydney (SYD),Los Angeles (LAX),QR,2458.23
2024-12-17,Sydney (SYD),Los Angeles (LAX),EK,2720.48
2024-12-17,Sydney (SYD),Los Angeles (LAX),EK,2720.48
2024-12-17,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-17,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-17,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-17,Sydney (SYD),Los Angeles (LAX),CZ,6515.12
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-18,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-18,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-18,Sydney (SYD),Los Angeles (LAX),TN,998.74
2024-12-18,Sydney (SYD),Los Angeles (LAX),FJ,1120.9
2024-12-18,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-18,Sydney (SYD),Los Angeles (LAX),KE,1142.33
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,1197.68
2024-12-18,Sydney (SYD),Los Angeles (LAX),FJ,1202.9
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1335.98
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-18,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-18,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-18,Sydney (SYD),Los Angeles (LAX),PR,1380.3
2024-12-18,Sydney (SYD),Los Angeles (LAX),PR,1380.3
2024-12-18,Sydney (SYD),Los Angeles (LAX),CA,1494.39
2024-12-18,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-18,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-18,Sydney (SYD),Los Angeles (LAX),AC,1853.18
2024-12-18,Sydney (SYD),Los Angeles (LAX),AC,1853.18
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,2248.76
2024-12-18,Sydney (SYD),Los Angeles (LAX),LA,2508.1
2024-12-18,Sydney (SYD),Los Angeles (LAX),LA,2568.14
2024-12-18,Sydney (SYD),Los Angeles (LAX),QR,2649.23
2024-12-18,Sydney (SYD),Los Angeles (LAX),EK,2720.48
2024-12-18,Sydney (SYD),Los Angeles (LAX),EK,2720.48
2024-12-18,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-18,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,5131.02
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-18,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-19,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-19,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-19,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-19,Sydney (SYD),Los Angeles (LAX),FJ,906.9
2024-12-19,Sydney (SYD),Los Angeles (LAX),FJ,906.9
2024-12-19,Sydney (SYD),Los Angeles (LAX),OZ,954.45
2024-12-19,Sydney (SYD),Los Angeles (LAX),OZ,954.45
2024-12-19,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-19,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-19,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1003.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1016.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1080.45
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,1085.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),KE,1142.33
2024-12-19,Sydney (SYD),Los Angeles (LAX),CA,1171.39
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,1261.68
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1335.98
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-19,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-19,Sydney (SYD),Los Angeles (LAX),NZ,1617.63
2024-12-19,Sydney (SYD),Los Angeles (LAX),NZ,1740.63
2024-12-19,Sydney (SYD),Los Angeles (LAX),NZ,1780.62
2024-12-19,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-19,Sydney (SYD),Los Angeles (LAX),AC,1896.68
2024-12-19,Sydney (SYD),Los Angeles (LAX),QF,1901.75
2024-12-19,Sydney (SYD),Los Angeles (LAX),EK,1930.48
2024-12-19,Sydney (SYD),Los Angeles (LAX),AC,2040.68
2024-12-19,Sydney (SYD),Los Angeles (LAX),AC,2040.68
2024-12-19,Sydney (SYD),Los Angeles (LAX),HA,2395.38
2024-12-19,Sydney (SYD),Los Angeles (LAX),QR,2458.23
2024-12-19,Sydney (SYD),Los Angeles (LAX),LA,2669.0
2024-12-19,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-19,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-19,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,5544.02
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-19,Sydney (SYD),Los Angeles (LAX),UA,6330.76
2024-12-19,Sydney (SYD),Los Angeles (LAX),CZ,6515.12
2024-12-20,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-20,Sydney (SYD),Los Angeles (LAX),NH,952.29
2024-12-20,Sydney (SYD),Los Angeles (LAX),NH,952.29
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-20,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-20,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-20,Sydney (SYD),Los Angeles (LAX),NH,1022.84
2024-12-20,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-20,Sydney (SYD),Los Angeles (LAX),FJ,1162.02
2024-12-20,Sydney (SYD),Los Angeles (LAX),UA,1257.68
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1384.3
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-20,Sydney (SYD),Los Angeles (LAX),PR,1395.3
2024-12-20,Sydney (SYD),Los Angeles (LAX),PR,1395.3
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1400.98
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-20,Sydney (SYD),Los Angeles (LAX),CI,1507.62
2024-12-20,Sydney (SYD),Los Angeles (LAX),KE,1552.33
2024-12-20,Sydney (SYD),Los Angeles (LAX),UA,1758.76
2024-12-20,Sydney (SYD),Los Angeles (LAX),UA,1758.76
2024-12-20,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-20,Sydney (SYD),Los Angeles (LAX),EK,1930.48
2024-12-20,Sydney (SYD),Los Angeles (LAX),NZ,2020.63
2024-12-20,Sydney (SYD),Los Angeles (LAX),NZ,2020.63
2024-12-20,Sydney (SYD),Los Angeles (LAX),NZ,2020.63
2024-12-20,Sydney (SYD),Los Angeles (LAX),AC,2109.68
2024-12-20,Sydney (SYD),Los Angeles (LAX),AC,2233.68
2024-12-20,Sydney (SYD),Los Angeles (LAX),HA,2506.38
2024-12-20,Sydney (SYD),Los Angeles (LAX),QR,2649.23
2024-12-20,Sydney (SYD),Los Angeles (LAX),LA,2682.1
2024-12-20,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-20,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-20,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-20,Sydney (SYD),Los Angeles (LAX),BR,4927.24
2024-12-20,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,6689.9
2024-12-20,Sydney (SYD),Los Angeles (LAX),QF,6689.9
2024-12-21,Sydney (SYD),Los Angeles (LAX),PR,687.3
2024-12-21,Sydney (SYD),Los Angeles (LAX),PR,687.3
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,939.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,949.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,952.29
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,952.29
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,954.53
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,1027.92
2024-12-21,Sydney (SYD),Los Angeles (LAX),FJ,1202.9
2024-12-21,Sydney (SYD),Los Angeles (LAX),FJ,1202.9
2024-12-21,Sydney (SYD),Los Angeles (LAX),FJ,1280.06
2024-12-21,Sydney (SYD),Los Angeles (LAX),FJ,1280.06
2024-12-21,Sydney (SYD),Los Angeles (LAX),OZ,1295.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),OZ,1295.45
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,1314.68
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,1359.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-21,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-21,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-21,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-21,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-21,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-21,Sydney (SYD),Los Angeles (LAX),CA,1494.39
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,1758.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),AC,1797.68
2024-12-21,Sydney (SYD),Los Angeles (LAX),AC,1797.68
2024-12-21,Sydney (SYD),Los Angeles (LAX),AC,1797.68
2024-12-21,Sydney (SYD),Los Angeles (LAX),AC,1797.68
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,1851.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,1851.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),EK,1930.48
2024-12-21,Sydney (SYD),Los Angeles (LAX),KE,1981.33
2024-12-21,Sydney (SYD),Los Angeles (LAX),NZ,2207.63
2024-12-21,Sydney (SYD),Los Angeles (LAX),NZ,2436.63
2024-12-21,Sydney (SYD),Los Angeles (LAX),NZ,2436.63
2024-12-21,Sydney (SYD),Los Angeles (LAX),NZ,2436.63
2024-12-21,Sydney (SYD),Los Angeles (LAX),QR,2458.23
2024-12-21,Sydney (SYD),Los Angeles (LAX),HA,2506.38
2024-12-21,Sydney (SYD),Los Angeles (LAX),LA,2933.0
2024-12-21,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-21,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,4815.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-21,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-21,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-22,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-22,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-22,Sydney (SYD),Los Angeles (LAX),FJ,937.02
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,946.92
2024-12-22,Sydney (SYD),Los Angeles (LAX),NH,952.29
2024-12-22,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-22,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-22,Sydney (SYD),Los Angeles (LAX),TN,958.75
2024-12-22,Sydney (SYD),Los Angeles (LAX),FJ,1120.9
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1127.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1127.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-22,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1141.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1185.45
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1185.45
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1191.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1200.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1200.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,1200.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),FJ,1202.9
2024-12-22,Sydney (SYD),Los Angeles (LAX),KE,1254.33
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,1257.68
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,1262.76
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,1262.76
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,1303.76
