Departure Date,Origin City,Destination City,Airline,Price (AUD)
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,1303.76
2024-12-22,Sydney (SYD),Los Angeles (LAX),FJ,1330.06
2024-12-22,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-22,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-22,Sydney (SYD),Los Angeles (LAX),PR,1395.3
2024-12-22,Sydney (SYD),Los Angeles (LAX),PR,1395.3
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-22,Sydney (SYD),Los Angeles (LAX),EK,1930.48
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-22,Sydney (SYD),Los Angeles (LAX),QF,1966.75
2024-12-22,Sydney (SYD),Los Angeles (LAX),NZ,1974.63
2024-12-22,Sydney (SYD),Los Angeles (LAX),NZ,2161.63
2024-12-22,Sydney (SYD),Los Angeles (LAX),NZ,2161.63
2024-12-22,Sydney (SYD),Los Angeles (LAX),NZ,2161.63
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,2309.76
2024-12-22,Sydney (SYD),Los Angeles (LAX),QR,2649.23
2024-12-22,Sydney (SYD),Los Angeles (LAX),LA,3262.1
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-22,Sydney (SYD),Los Angeles (LAX),HA,3599.38
2024-12-22,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-22,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-22,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-22,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-22,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-23,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-23,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,876.37
2024-12-23,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-23,Sydney (SYD),Los Angeles (LAX),OZ,892.45
2024-12-23,Sydney (SYD),Los Angeles (LAX),TN,998.74
2024-12-23,Sydney (SYD),Los Angeles (LAX),FJ,1120.9
2024-12-23,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-23,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,1197.68
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,1202.76
2024-12-23,Sydney (SYD),Los Angeles (LAX),FJ,1202.9
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,1242.76
2024-12-23,Sydney (SYD),Los Angeles (LAX),KE,1254.33
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,1306.76
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-23,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-23,Sydney (SYD),Los Angeles (LAX),QF,1506.98
2024-12-23,Sydney (SYD),Los Angeles (LAX),EK,1672.48
2024-12-23,Sydney (SYD),Los Angeles (LAX),EK,1672.48
2024-12-23,Sydney (SYD),Los Angeles (LAX),AC,1770.68
2024-12-23,Sydney (SYD),Los Angeles (LAX),NZ,1974.63
2024-12-23,Sydney (SYD),Los Angeles (LAX),NZ,1974.63
2024-12-23,Sydney (SYD),Los Angeles (LAX),AC,1981.68
2024-12-23,Sydney (SYD),Los Angeles (LAX),QR,2312.23
2024-12-23,Sydney (SYD),Los Angeles (LAX),AC,2368.68
2024-12-23,Sydney (SYD),Los Angeles (LAX),NZ,2389.63
2024-12-23,Sydney (SYD),Los Angeles (LAX),NZ,2389.63
2024-12-23,Sydney (SYD),Los Angeles (LAX),LA,2495.0
2024-12-23,Sydney (SYD),Los Angeles (LAX),LA,2508.1
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,3629.76
2024-12-23,Sydney (SYD),Los Angeles (LAX),CZ,4456.12
2024-12-23,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-23,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-24,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-24,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-24,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,755.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,765.45
2024-12-24,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-24,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-24,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,871.29
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,929.68
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),FJ,937.02
2024-12-24,Sydney (SYD),Los Angeles (LAX),NH,957.37
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),FJ,1017.9
2024-12-24,Sydney (SYD),Los Angeles (LAX),FJ,1043.9
2024-12-24,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-24,Sydney (SYD),Los Angeles (LAX),OZ,1109.45
2024-12-24,Sydney (SYD),Los Angeles (LAX),OZ,1109.45
2024-12-24,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-24,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-24,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-24,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-24,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-24,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-24,Sydney (SYD),Los Angeles (LAX),AC,1541.68
2024-12-24,Sydney (SYD),Los Angeles (LAX),EK,1672.48
2024-12-24,Sydney (SYD),Los Angeles (LAX),EK,1672.48
2024-12-24,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-24,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-24,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-24,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-24,Sydney (SYD),Los Angeles (LAX),QF,1770.75
2024-12-24,Sydney (SYD),Los Angeles (LAX),LA,1832.0
2024-12-24,Sydney (SYD),Los Angeles (LAX),QR,1834.23
2024-12-24,Sydney (SYD),Los Angeles (LAX),QF,1972.9
2024-12-24,Sydney (SYD),Los Angeles (LAX),HA,2459.38
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,3588.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-24,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-24,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-24,Sydney (SYD),Los Angeles (LAX),CZ,6366.12
2024-12-25,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-25,Sydney (SYD),Los Angeles (LAX),PR,628.3
2024-12-25,Sydney (SYD),Los Angeles (LAX),FJ,850.9
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,860.84
2024-12-25,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-25,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,865.92
2024-12-25,Sydney (SYD),Los Angeles (LAX),TN,889.74
2024-12-25,Sydney (SYD),Los Angeles (LAX),UA,929.68
2024-12-25,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-25,Sydney (SYD),Los Angeles (LAX),UA,934.76
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-25,Sydney (SYD),Los Angeles (LAX),FJ,1043.9
2024-12-25,Sydney (SYD),Los Angeles (LAX),CA,1050.39
2024-12-25,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-25,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1190.9
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,1194.29
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,1194.29
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1212.91
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1218.98
2024-12-25,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-25,Sydney (SYD),Los Angeles (LAX),EK,1672.48
2024-12-25,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-25,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
2024-12-25,Sydney (SYD),Los Angeles (LAX),QR,1740.23
2024-12-25,Sydney (SYD),Los Angeles (LAX),QF,1972.9
2024-12-25,Sydney (SYD),Los Angeles (LAX),AC,2003.68
2024-12-25,Sydney (SYD),Los Angeles (LAX),AC,2003.68
2024-12-25,Sydney (SYD),Los Angeles (LAX),AC,2129.98
2024-12-25,Sydney (SYD),Los Angeles (LAX),LA,2824.1
2024-12-25,Sydney (SYD),Los Angeles (LAX),EY,3204.06
2024-12-25,Sydney (SYD),Los Angeles (LAX),BR,4898.24
2024-12-25,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-25,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-25,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-25,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-26,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-26,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-26,Sydney (SYD),Los Angeles (LAX),PR,672.3
2024-12-26,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-26,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-26,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-26,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-26,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-26,Sydney (SYD),Los Angeles (LAX),NH,941.84
2024-12-26,Sydney (SYD),Los Angeles (LAX),NH,946.92
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,975.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,994.68
2024-12-26,Sydney (SYD),Los Angeles (LAX),FJ,1017.9
2024-12-26,Sydney (SYD),Los Angeles (LAX),CA,1050.39
2024-12-26,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-26,Sydney (SYD),Los Angeles (LAX),FJ,1120.9
2024-12-26,Sydney (SYD),Los Angeles (LAX),CZ,1163.12
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1296.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1319.9
2024-12-26,Sydney (SYD),Los Angeles (LAX),FJ,1326.06
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1341.91
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1347.98
2024-12-26,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-26,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,1387.45
2024-12-26,Sydney (SYD),Los Angeles (LAX),FJ,1393.06
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1506.98
2024-12-26,Sydney (SYD),Los Angeles (LAX),AC,1541.68
2024-12-26,Sydney (SYD),Los Angeles (LAX),NH,1598.29
2024-12-26,Sydney (SYD),Los Angeles (LAX),NZ,1617.63
2024-12-26,Sydney (SYD),Los Angeles (LAX),NZ,1657.62
2024-12-26,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-26,Sydney (SYD),Los Angeles (LAX),EK,1758.48
2024-12-26,Sydney (SYD),Los Angeles (LAX),EK,1758.48
2024-12-26,Sydney (SYD),Los Angeles (LAX),AC,1770.68
2024-12-26,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,1901.75
2024-12-26,Sydney (SYD),Los Angeles (LAX),AC,1981.68
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,1981.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,1981.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,2021.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,2021.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),AC,2039.68
2024-12-26,Sydney (SYD),Los Angeles (LAX),QF,2103.9
2024-12-26,Sydney (SYD),Los Angeles (LAX),LA,2294.14
2024-12-26,Sydney (SYD),Los Angeles (LAX),HA,2459.38
2024-12-26,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-26,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-26,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-26,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-27,Sydney (SYD),Los Angeles (LAX),PR,687.3
2024-12-27,Sydney (SYD),Los Angeles (LAX),PR,749.3
2024-12-27,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-27,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-27,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-27,Sydney (SYD),Los Angeles (LAX),FJ,988.9
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,990.68
2024-12-27,Sydney (SYD),Los Angeles (LAX),FJ,1078.02
2024-12-27,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-27,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-27,Sydney (SYD),Los Angeles (LAX),CI,1139.62
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1215.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1377.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1377.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1377.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1377.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1377.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1587.84
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1587.84
2024-12-27,Sydney (SYD),Los Angeles (LAX),NH,1603.37
2024-12-27,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-27,Sydney (SYD),Los Angeles (LAX),AC,1797.68
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,1861.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-27,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-27,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-27,Sydney (SYD),Los Angeles (LAX),NZ,1874.63
2024-12-27,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-27,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-27,Sydney (SYD),Los Angeles (LAX),LA,1905.14
2024-12-27,Sydney (SYD),Los Angeles (LAX),AC,2083.68
2024-12-27,Sydney (SYD),Los Angeles (LAX),HA,2617.38
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,2770.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,2811.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,2811.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-27,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-27,Sydney (SYD),Los Angeles (LAX),CZ,4583.12
2024-12-27,Sydney (SYD),Los Angeles (LAX),CZ,4583.12
2024-12-27,Sydney (SYD),Los Angeles (LAX),BR,4927.24
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6171.81
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),UA,6317.76
2024-12-27,Sydney (SYD),Los Angeles (LAX),QF,6689.9
2024-12-28,Sydney (SYD),Los Angeles (LAX),PR,687.3
2024-12-28,Sydney (SYD),Los Angeles (LAX),PR,749.3
2024-12-28,Sydney (SYD),Los Angeles (LAX),FJ,850.9
2024-12-28,Sydney (SYD),Los Angeles (LAX),FJ,850.9
2024-12-28,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,990.68
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,995.76
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,995.76
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,1035.76
2024-12-28,Sydney (SYD),Los Angeles (LAX),FJ,1046.06
2024-12-28,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-28,Sydney (SYD),Los Angeles (LAX),FJ,1098.06
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1255.38
2024-12-28,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-28,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-28,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1306.45
2024-12-28,Sydney (SYD),Los Angeles (LAX),CX,1309.02
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1311.53
2024-12-28,Sydney (SYD),Los Angeles (LAX),CX,1323.03
2024-12-28,Sydney (SYD),Los Angeles (LAX),CA,1333.39
2024-12-28,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-28,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-28,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-28,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-28,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-28,Sydney (SYD),Los Angeles (LAX),NH,1361.37
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1498.38
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,1498.38
2024-12-28,Sydney (SYD),Los Angeles (LAX),NH,1587.84
2024-12-28,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-28,Sydney (SYD),Los Angeles (LAX),NZ,1740.63
2024-12-28,Sydney (SYD),Los Angeles (LAX),NZ,1740.63
2024-12-28,Sydney (SYD),Los Angeles (LAX),NZ,1740.63
2024-12-28,Sydney (SYD),Los Angeles (LAX),NZ,1740.63
2024-12-28,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-28,Sydney (SYD),Los Angeles (LAX),EK,1887.48
2024-12-28,Sydney (SYD),Los Angeles (LAX),AC,2046.68
2024-12-28,Sydney (SYD),Los Angeles (LAX),LA,2057.0
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,2081.76
2024-12-28,Sydney (SYD),Los Angeles (LAX),AC,2104.68
2024-12-28,Sydney (SYD),Los Angeles (LAX),LA,2130.14
2024-12-28,Sydney (SYD),Los Angeles (LAX),QF,2169.9
2024-12-28,Sydney (SYD),Los Angeles (LAX),HA,2802.38
2024-12-28,Sydney (SYD),Los Angeles (LAX),MU,4579.99
2024-12-28,Sydney (SYD),Los Angeles (LAX),CI,5134.77
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,6154.55
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,6155.76
2024-12-28,Sydney (SYD),Los Angeles (LAX),UA,6157.88
2024-12-28,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-28,Sydney (SYD),Los Angeles (LAX),CZ,7609.12
2024-12-29,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-29,Sydney (SYD),Los Angeles (LAX),FJ,579.9
2024-12-29,Sydney (SYD),Los Angeles (LAX),MF,606.67
2024-12-29,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-29,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-29,Sydney (SYD),Los Angeles (LAX),TN,849.75
2024-12-29,Sydney (SYD),Los Angeles (LAX),OZ,861.45
2024-12-29,Sydney (SYD),Los Angeles (LAX),CI,881.62
2024-12-29,Sydney (SYD),Los Angeles (LAX),FJ,937.02
2024-12-29,Sydney (SYD),Los Angeles (LAX),PR,948.3
2024-12-29,Sydney (SYD),Los Angeles (LAX),PR,948.3
2024-12-29,Sydney (SYD),Los Angeles (LAX),UA,990.68
2024-12-29,Sydney (SYD),Los Angeles (LAX),FJ,1036.06
2024-12-29,Sydney (SYD),Los Angeles (LAX),FJ,1036.06
2024-12-29,Sydney (SYD),Los Angeles (LAX),KE,1086.33
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1178.45
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1178.45
2024-12-29,Sydney (SYD),Los Angeles (LAX),NH,1194.29
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1200.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1200.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1255.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1255.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1255.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),HA,1255.38
2024-12-29,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-29,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-29,Sydney (SYD),Los Angeles (LAX),CX,1284.02
2024-12-29,Sydney (SYD),Los Angeles (LAX),CX,1309.02
2024-12-29,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-29,Sydney (SYD),Los Angeles (LAX),AC,1341.68
2024-12-29,Sydney (SYD),Los Angeles (LAX),NH,1345.84
2024-12-29,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-29,Sydney (SYD),Los Angeles (LAX),NH,1350.92
2024-12-29,Sydney (SYD),Los Angeles (LAX),NH,1356.29
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1384.9
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1406.91
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-29,Sydney (SYD),Los Angeles (LAX),QF,1412.98
2024-12-29,Sydney (SYD),Los Angeles (LAX),NZ,1570.63
2024-12-29,Sydney (SYD),Los Angeles (LAX),QR,1659.23
2024-12-29,Sydney (SYD),Los Angeles (LAX),NZ,1694.63
